iter	Passed	Remaining
259	1742	4958
260	1748	4951
261	1754	4941
262	1761	4935
263	1771	4938
264	1778	4933
265	1787	4931
266	1795	4928
267	1802	4923
268	1809	4916
269	1816	4910
270	1822	4903
271	1829	4895
272	1835	4886
273	1842	4880
274	1848	4872
275	1854	4865
276	1860	4857
277	1867	4849
278	1873	4841
279	1879	4833
280	1885	4825
281	1892	4818
282	1898	4810
283	1905	4804
284	1912	4798
285	1918	4789
286	1924	4781
287	1931	4774
288	1937	4766
289	1943	4758
290	1949	4750
291	1956	4743
292	1962	4736
293	1969	4729
294	1976	4722
295	1982	4713
296	1988	4707
297	1995	4700
298	2002	4694
299	2010	4690
300	2016	4683
301	2023	4676
302	2030	4669
303	2036	4663
304	2042	4655
305	2049	4648
306	2055	4640
307	2062	4634
308	2069	4628
309	2076	4621
310	2082	4614
311	2089	4608
312	2096	4602
313	2102	4594
314	2109	4587
315	2116	4580
316	2123	4574
317	2130	4568
318	2136	4561
319	2144	4556
320	2150	4549
321	2157	4542
322	2163	4535
323	2170	4527
324	2176	4520
325	2182	4512
326	2188	4504
327	2195	4497
328	2201	4489
329	2207	4482
330	2213	4474
331	2220	4466
332	2226	4459
333	2233	4452
334	2239	4446
335	2246	4439
336	2253	4432
337	2259	4426
338	2266	4419
339	2273	4412
340	2280	4406
341	2286	4399
342	2293	4392
343	2299	4385
344	2305	4378
345	2311	4369
346	2318	4362
347	2324	4355
348	2331	4349
349	2339	4344
350	2346	4338
351	2353	4331
352	2359	4325
353	2366	4318
354	2372	4311
355	2379	4303
356	2387	4299
357	2395	4295
358	2402	4289
359	2409	4283
360	2415	4275
361	2421	4267
362	2427	4260
363	2435	4256
364	2443	4250
365	2449	4243
366	2457	4237
367	2463	4231
368	2470	4224
369	2477	4218
370	2485	4213
371	2494	4210
372	2502	4207
373	2509	4201
374	2516	4193
375	2522	4186
376	2529	4180
377	2537	4175
378	2544	4169
379	2551	4163
380	2558	4156
381	2564	4149
382	2570	4141
383	2578	4136
384	2585	4130
385	2592	4123
386	2598	4116
387	2605	4109
388	2611	4102
389	2618	4095
390	2625	4089
391	2632	4082
392	2639	4076
393	2646	4070
394	2653	4063
395	2659	4057
396	2666	4049
397	2672	4042
398	2679	4035
399	2686	4029
400	2693	4023
401	2700	4017
402	2709	4013
403	2716	4007
404	2724	4002
405	2732	3997
406	2739	3992
407	2749	3990
408	2758	3985
409	2765	3980
410	2773	3974
411	2780	3967
412	2787	3961
413	2794	3955
414	2802	3950
415	2810	3945
416	2817	3939
417	2826	3935
418	2833	3929
419	2840	3923
420	2849	3918
421	2856	3912
422	2864	3907
423	2871	3900
424	2879	3896
425	2888	3892
426	2896	3886
427	2903	3880
428	2910	3873
429	2917	3867
430	2924	3860
431	2931	3853
432	2937	3846
433	2945	3841
434	2952	3834
435	2958	3826
436	2964	3818
437	2970	3811
438	2976	3803
439	2982	3795
440	2988	3788
441	2994	3780
442	3000	3772
443	3005	3764
444	3011	3756
445	3017	3748
446	3023	3740
447	3029	3732
448	3035	3725
449	3041	3717
450	3047	3709
451	3053	3701
452	3059	3694
453	3065	3687
454	3072	3680
455	3079	3673
456	3085	3665
457	3092	3659
458	3098	3652
459	3106	3646
460	3113	3640
461	3120	3633
462	3127	3627
463	3134	3620
464	3142	3615
465	3149	3609
466	3156	3602
467	3162	3595
468	3169	3588
469	3176	3581
470	3182	3574
471	3188	3567
472	3195	3560
473	3201	3552
474	3208	3546
475	3214	3538
476	3221	3531
477	3227	3524
478	3233	3517
479	3240	3510
480	3246	3503
481	3253	3496
482	3260	3489
483	3266	3482
484	3272	3475
485	3279	3468
486	3286	3461
487	3292	3454
488	3299	3447
489	3305	3440
490	3312	3433
491	3318	3426
492	3324	3419
493	3331	3412
494	3338	3406
495	3344	3398
496	3351	3392
497	3358	3385
498	3366	3379
499	3372	3372
500	3379	3365
501	3385	3358
502	3391	3350
503	3397	3343
504	3403	3335
505	3409	3328
506	3416	3322
507	3422	3314
508	3428	3307
509	3435	3300
510	3441	3293
511	3448	3287
512	3455	3280
513	3461	3273
514	3468	3266
515	3475	3260
516	3482	3253
517	3488	3246
518	3496	3240
519	3502	3233
520	3509	3226
521	3516	3220
522	3523	3213
523	3530	3207
524	3538	3201
525	3545	3194
526	3551	3187
527	3558	3180
528	3565	3174
529	3572	3168
530	3579	3161
531	3586	3154
532	3593	3148
533	3600	3142
534	3607	3135
535	3613	3128
536	3620	3121
537	3627	3114
538	3633	3107
539	3640	3101
540	3647	3094
541	3654	3087
542	3660	3080
543	3666	3073
544	3672	3065
545	3678	3058
546	3684	3051
547	3690	3044
548	3696	3036
549	3702	3029
550	3708	3021
551	3714	3014
552	3720	3007
553	3726	3000
554	3732	2993
555	3739	2986
556	3745	2978
557	3751	2971
558	3757	2964
559	3763	2957
560	3769	2949
561	3775	2942
562	3782	2935
563	3788	2928
564	3794	2921
565	3801	2914
566	3807	2907
567	3813	2900
568	3819	2893
569	3826	2886
570	3832	2879
571	3838	2872
572	3844	2865
573	3851	2858
574	3857	2851
575	3864	2844
576	3870	2837
577	3877	2831
578	3884	2824
579	3890	2817
580	3896	2810
581	3903	2803
582	3909	2796
583	3916	2789
584	3923	2783
585	3930	2776
586	3936	2769
587	3944	2763
588	3951	2757
589	3957	2749
590	3963	2743
591	3970	2736
592	3976	2729
593	3982	2721
594	3988	2715
595	3995	2708
596	4001	2701
597	4008	2694
598	4015	2688
599	4021	2681
600	4027	2674
601	4034	2667
602	4041	2660
603	4047	2653
604	4054	2647
605	4060	2640
606	4066	2633
607	4073	2626
608	4079	2619
609	4085	2612
610	4092	2605
611	4098	2598
612	4104	2591
613	4111	2584
614	4117	2577
615	4127	2572
616	4136	2567
617	4144	2561
618	4151	2555
619	4159	2549
620	4167	2543
621	4174	2536
622	4181	2530
623	4187	2523
624	4193	2516
625	4199	2509
626	4205	2502
627	4212	2495
628	4218	2488
629	4224	2481
630	4230	2474
631	4237	2467
632	4243	2460
633	4249	2453
634	4255	2446
635	4262	2439
636	4269	2433
637	4275	2426
638	4282	2419
639	4288	2412
640	4294	2405
641	4301	2398
642	4307	2391
643	4313	2384
644	4320	2377
645	4326	2370
646	4332	2364
647	4339	2357
648	4345	2350
649	4352	2343
650	4358	2336
651	4365	2329
652	4372	2323
653	4378	2316
654	4384	2309
655	4390	2302
656	4396	2295
657	4403	2288
658	4410	2282
659	4416	2275
660	4423	2268
661	4430	2261
662	4436	2255
663	4443	2248
664	4449	2241
665	4455	2234
666	4462	2227
667	4468	2221
668	4475	2214
669	4481	2207
670	4487	2200
671	4494	2193
672	4500	2186
673	4507	2180
674	4513	2173
675	4519	2166
676	4526	2159
677	4533	2153
678	4540	2146
679	4547	2139
680	4553	2133
681	4560	2126
682	4566	2119
683	4574	2113
684	4581	2106
685	4587	2099
686	4593	2092
687	4599	2085
688	4606	2079
689	4613	2072
690	4619	2065
691	4626	2059
692	4632	2052
693	4639	2045
694	4645	2038
695	4651	2031
696	4657	2024
697	4664	2017
698	4670	2011
699	4676	2004
700	4682	1997
701	4688	1990
702	4694	1983
703	4700	1976
704	4706	1969
705	4713	1962
706	4721	1956
707	4727	1949
708	4733	1942
709	4740	1936
710	4746	1929
711	4753	1922
712	4761	1916
713	4769	1910
714	4775	1903
715	4782	1896
716	4789	1890
717	4795	1883
718	4802	1876
719	4809	1870
720	4816	1863
721	4823	1857
722	4829	1850
723	4836	1843
724	4842	1836
725	4848	1830
726	4855	1823
727	4862	1816
728	4868	1809
729	4874	1802
730	4881	1796
731	4888	1789
732	4894	1782
733	4900	1776
734	4907	1769
735	4913	1762
736	4921	1756
737	4928	1749
738	4936	1743
739	4942	1736
740	4949	1729
741	4956	1723
742	4963	1716
743	4970	1710
744	4976	1703
745	4983	1696
746	4989	1689
747	4996	1683
748	5003	1676
749	5008	1669
750	5015	1662
751	5021	1655
752	5027	1649
753	5034	1642
754	5040	1635
755	5047	1629
756	5053	1622
757	5060	1615
758	5067	1609
759	5074	1602
760	5080	1595
761	5086	1588
762	5092	1581
763	5099	1575
764	5106	1568
765	5112	1561
766	5119	1555
767	5125	1548
768	5131	1541
769	5138	1534
770	5145	1528
771	5151	1521
772	5157	1514
773	5163	1507
774	5169	1500
775	5175	1494
776	5181	1487
777	5187	1480
778	5194	1473
779	5199	1466
780	5206	1459
781	5212	1453
782	5218	1446
783	5224	1439
784	5231	1432
785	5237	1425
786	5243	1419
787	5250	1412
788	5256	1405
789	5262	1398
790	5268	1392
791	5275	1385
792	5281	1378
793	5287	1371
794	5294	1365
795	5300	1358
796	5306	1351
797	5312	1344
798	5319	1338
799	5325	1331
800	5332	1324
801	5338	1317
802	5344	1311
803	5351	1304
804	5357	1297
805	5363	1291
806	5369	1284
807	5375	1277
808	5381	1270
809	5387	1263
810	5394	1257
811	5400	1250
812	5406	1243
813	5412	1236
814	5419	1230
815	5425	1223
816	5431	1216
817	5438	1209
818	5444	1203
819	5450	1196
820	5456	1189
821	5463	1183
822	5469	1176
823	5475	1169
824	5481	1162
825	5487	1156
826	5493	1149
827	5500	1142
828	5506	1135
829	5512	1128
830	5518	1122
831	5525	1115
832	5531	1108
833	5538	1102
834	5544	1095
835	5551	1089
836	5558	1082
837	5564	1075
838	5571	1069
839	5577	1062
840	5584	1055
841	5590	1049
842	5597	1042
843	5603	1035
844	5610	1029
845	5617	1022
846	5624	1015
847	5633	1009
848	5641	1003
849	5649	996
850	5657	990
851	5664	983
852	5670	977
853	5677	970
854	5683	963
855	5689	957
856	5696	950
857	5702	943
858	5708	936
859	5714	930
860	5721	923
861	5727	916
862	5733	910
863	5740	903
864	5747	897
865	5754	890
866	5760	883
867	5766	876
868	5773	870
869	5781	863
870	5788	857
871	5795	850
872	5800	843
873	5807	837
874	5813	830
875	5819	823
876	5825	817
877	5831	810
878	5838	803
879	5844	797
880	5851	790
881	5858	783
882	5864	777
883	5871	770
884	5878	763
885	5885	757
886	5891	750
887	5898	743
888	5905	737
889	5912	730
890	5918	724
891	5926	717
892	5933	710
893	5940	704
894	5946	697
895	5954	691
896	5961	684
897	5968	677
898	5973	671
899	5980	664
900	5986	657
901	5992	651
902	5998	644
903	6004	637
904	6010	630
905	6016	624
906	6023	617
907	6030	610
908	6036	604
909	6042	597
910	6048	590
911	6054	584
912	6060	577
913	6067	570
914	6073	564
915	6079	557
916	6085	550
917	6091	544
918	6097	537
919	6104	530
920	6110	524
921	6117	517
922	6124	510
923	6130	504
924	6137	497
925	6144	491
926	6150	484
927	6156	477
928	6163	471
929	6171	464
930	6177	457
931	6183	451
932	6193	444
933	6199	438
934	6206	431
935	6212	424
936	6219	418
937	6226	411
938	6232	404
939	6239	398
940	6246	391
941	6252	384
942	6259	378
943	6266	371
944	6272	365
945	6278	358
946	6285	351
947	6292	345
948	6299	338
949	6305	331
950	6313	325
951	6320	318
952	6327	312
953	6334	305
954	6341	298
955	6347	292
956	6354	285
957	6360	278
958	6366	272
959	6373	265
960	6380	258
961	6387	252
962	6394	245
963	6402	239
964	6409	232
965	6415	225
966	6421	219
967	6427	212
968	6435	205
969	6441	199
970	6447	192
971	6454	185
972	6461	179
973	6468	172
974	6475	166
975	6482	159
976	6489	152
977	6496	146
978	6503	139
979	6510	132
980	6517	126
981	6526	119
982	6533	112
983	6540	106
984	6548	99
985	6554	93
986	6561	86
987	6568	79
988	6575	73
989	6583	66
990	6590	59
991	6597	53
992	6605	46
993	6613	39
994	6620	33
995	6627	26
996	6634	19
997	6641	13
998	6649	6
999	6655	0
